systemNumber,accessionNumber,objectType,_primaryTitle,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_currentLocation.id,_currentLocation.displayName,_currentLocation.type,_currentLocation.site,_currentLocation.onDisplay,_primaryMaker.name,_primaryMaker.association,_images._primary_thumbnail,_images._iiif_image_base_url,_images._iiif_presentation_url,_images.imageResolution
O68321,IS.37-1964,Painting,Bruiser of grain,2011EW6815,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6815/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6815/,https://iiif.vam.ac.uk/collections/O68321/manifest.json,high
O68320,IS.36-1964,Painting,Potter,2011EW6819,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6819/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6819/,https://iiif.vam.ac.uk/collections/O68320/manifest.json,high
O68319,IS.35-1964,Painting,Watercarrier in the Feast of Mohurrum,2011EW6821,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6821/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6821/,https://iiif.vam.ac.uk/collections/O68319/manifest.json,high
O68318,IS.34-1964,Painting,Pawn seller,2006AG8721,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AG8721/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AG8721/,https://iiif.vam.ac.uk/collections/O68318/manifest.json,high
O68317,IS.33-1964,Painting,Treader out of grain,2006AH4076,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4076/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4076/,https://iiif.vam.ac.uk/collections/O68317/manifest.json,high
O68312,IS.32-1964,Painting,Basket and <i>punka</i> maker,2006AH4073,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4073/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4073/,https://iiif.vam.ac.uk/collections/O68312/manifest.json,high
O68311,IS.31-1964,Painting,Hindu women filling their Kedjeree pots with water,2011EW6823,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6823/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6823/,https://iiif.vam.ac.uk/collections/O68311/manifest.json,high
O68309,IS.28-1964,Painting,Fish woman,2006AH4066,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4066/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4066/,https://iiif.vam.ac.uk/collections/O68309/manifest.json,high
O68308,IS.27-1964,Painting,Palanquin bearers,2011EN6697,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6697/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6697/,https://iiif.vam.ac.uk/collections/O68308/manifest.json,high
O68307,IS.25-1964,Painting,Basket maker,2011EN6668,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6668/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6668/,https://iiif.vam.ac.uk/collections/O68307/manifest.json,high
O68265,IS.265-1951,Painting,Malayali Muslims of the Mopla caste,2011EN6873,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6873/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6873/,https://iiif.vam.ac.uk/collections/O68265/manifest.json,high
O68262,IS.264-1951,Painting,Toddy-tappers,2011EN6872,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6872/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6872/,https://iiif.vam.ac.uk/collections/O68262/manifest.json,high
O68260,IS.262-1951,Painting,Coconut-gatherers,2011EN4138,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4138/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4138/,https://iiif.vam.ac.uk/collections/O68260/manifest.json,high
O68257,IS.261-1951,Painting,A fisherman and his wife,2006AH4071,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4071/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4071/,https://iiif.vam.ac.uk/collections/O68257/manifest.json,high
O68255,IS.260-1951,Painting,A man and woman carrying rolled mats,2011EN4142,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4142/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4142/,https://iiif.vam.ac.uk/collections/O68255/manifest.json,high
O68253,IS.258-1951,Painting,A fisherman and his wife,2011EN6881,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6881/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6881/,https://iiif.vam.ac.uk/collections/O68253/manifest.json,high
O68252,IS.256-1951,Painting,A Brahmin and his wife,2011EN4151,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4151/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4151/,https://iiif.vam.ac.uk/collections/O68252/manifest.json,high
O68251,IS.255-1951,Painting,A low caste couple,2011EN4152,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4152/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4152/,https://iiif.vam.ac.uk/collections/O68251/manifest.json,high
O68248,IS.8-1990,Painting,Oil monger pressing good oil,2011EV9466,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9466/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9466/,https://iiif.vam.ac.uk/collections/O68248/manifest.json,high
O68247,IS.7-1990,Painting,Pot maker,2011EV9468,ca. 1840-ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9468/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9468/,https://iiif.vam.ac.uk/collections/O68247/manifest.json,high
O68246,IS.6-1990,Painting,Sawers,2011EV9470,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9470/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9470/,https://iiif.vam.ac.uk/collections/O68246/manifest.json,high
O68245,IS.5-1990,Painting,Sawers,2011EV9472,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9472/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9472/,https://iiif.vam.ac.uk/collections/O68245/manifest.json,high
O68244,IS.4-1990,Painting,Carpenter,2011EV9474,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9474/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9474/,https://iiif.vam.ac.uk/collections/O68244/manifest.json,high
O68243,IS.3-1990,Painting,Blacksmith,2011EV9476,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9476/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9476/,https://iiif.vam.ac.uk/collections/O68243/manifest.json,high
O68183,IS.254-1951,Painting,A Dhobi and his wife,2011EN4154,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4154/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4154/,https://iiif.vam.ac.uk/collections/O68183/manifest.json,high
O68181,IS.1-1990,Painting,Brass pot makers,2011EV9479,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9479/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9479/,https://iiif.vam.ac.uk/collections/O68181/manifest.json,high
O68241,IS.2-1990,Painting,Brass pot makers,2011EV9478,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9478/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9478/,https://iiif.vam.ac.uk/collections/O68241/manifest.json,high
O68059,IS.30-1963,Painting,,2007BM6125,,Sindh,[],THES49620,In store,storage,VA,False,"Ainslie, H. F.",artist,"https://framemark.vam.ac.uk/collections/2007BM6125/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2007BM6125/,https://iiif.vam.ac.uk/collections/O68059/manifest.json,high
O250904,IS.29-1986,Painting,Standing Tribesman with a Spear,2013GK1428,1983,Bengal,[],THES49620,In store,storage,VA,False,"Hore, Somnath",maker,"https://framemark.vam.ac.uk/collections/2013GK1428/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1428/,,low
O250890,IS.28-1986,Painting,Seated Tribesman among Rocks,2013GK1430,13 March 1983,Bengal,[],THES49620,In store,storage,VA,False,"Hore, Somnath",maker,"https://framemark.vam.ac.uk/collections/2013GK1430/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1430/,,low
O250888,IS.27-1986,Painting,Reclining Tribesman,2013GK1425,15 March 1983,Bengal,[],THES49620,In store,storage,VA,False,"Hore, Somnath",maker,"https://framemark.vam.ac.uk/collections/2013GK1425/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1425/,,low
O250640,IS.26-1986,Painting,Seated Tribesman with Hand to Head,2013GK1427,15 March 1983,Bengal,[],THES49620,In store,storage,VA,False,"Hore, Somnath",artist,"https://framemark.vam.ac.uk/collections/2013GK1427/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1427/,,low
O68960,IS.158-1955,Painting,Krishna and Radha,2013GD5471,ca. 1840,Kangra,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD5471/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD5471/,https://iiif.vam.ac.uk/collections/O68960/manifest.json,high
O68944,IS.140-1955,Painting,,2013GD5508,ca. 1810,Kangra,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD5508/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD5508/,https://iiif.vam.ac.uk/collections/O68944/manifest.json,high
O68941,IS.51-1954,Painting,,2013GK4317,ca. 1810 - ca. 1815,Kangra,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK4317/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK4317/,https://iiif.vam.ac.uk/collections/O68941/manifest.json,high
O68934,IS.164-1953,Painting,Radha and Krishna,2013GD5644,1847,Kangra,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD5644/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD5644/,https://iiif.vam.ac.uk/collections/O68934/manifest.json,high
O68923,IS.340-1951,Painting,,2013GK4357,ca. 1820,Kangra,[],THES49620,In store,storage,VA,False,Unknown,made,"https://framemark.vam.ac.uk/collections/2013GK4357/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK4357/,https://iiif.vam.ac.uk/collections/O68923/manifest.json,high
O89885,IS.48:48/B-1956,Painting,,2006BL1668,late 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006BL1668/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006BL1668/,https://iiif.vam.ac.uk/collections/O89885/manifest.json,high
O73224,P.25-1976,Painting,Scene in a Bedchamber,2014HC0487,ca. 1690,France,[],THES49787,"Europe 1600-1815, Room 5, The Friends of the V&A Gallery",display,VA,True,Unknown,,"https://framemark.vam.ac.uk/collections/2014HC0487/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2014HC0487/,https://iiif.vam.ac.uk/collections/O73224/manifest.json,high
O100916,IS.38-1976,Painting,Madhavchandra Giri (the Mahant),2013GL0446,ca. 1875,Kolkata,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL0446/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL0446/,https://iiif.vam.ac.uk/collections/O100916/manifest.json,high
O101846,IS.12-1964,Painting,"Fifteen drawings of monuments in Agra, Delhi and Fatehpur Sikri.",2011EN6678,ca.1820,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6678/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6678/,https://iiif.vam.ac.uk/collections/O101846/manifest.json,high
O431112,IS.19:55-1956,Painting,One of seventy-two paintings of occupations.,2011EW0855,ca. 1875,Trichinopoly,[],THES49619,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW0855/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW0855/,https://iiif.vam.ac.uk/collections/O431112/manifest.json,high
O431162,IS.19:5-1956,Painting,One of seventy-two paintings of occupations.,2011EW0713,ca. 1875,Trichinopoly,[],THES49619,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW0713/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW0713/,https://iiif.vam.ac.uk/collections/O431162/manifest.json,high
O431140,IS.19:27-1956,Painting,One of seventy-two paintings of occupations.,2011EW0781,ca. 1875,Trichinopoly,[],THES49619,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW0781/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW0781/,https://iiif.vam.ac.uk/collections/O431140/manifest.json,high
O431142,IS.19:25-1956,Painting,One of seventy-two paintings of occupations.,2011EV9541,ca. 1875,Trichinopoly,[],THES49619,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9541/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9541/,https://iiif.vam.ac.uk/collections/O431142/manifest.json,high
O71211,IS.163-1952,Painting,Aristu Jah ,2013GK0470,ca. 1810,Hyderabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK0470/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK0470/,https://iiif.vam.ac.uk/collections/O71211/manifest.json,high
O71208,IS.157-1952,Painting,Chand Bibi ,2014HC2475,ca. 1750,Hyderabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2014HC2475/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2014HC2475/,https://iiif.vam.ac.uk/collections/O71208/manifest.json,high
O71201,IS.280-1951,Painting,Kalyan Ragini,2013GK2147,ca. 1830,Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK2147/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK2147/,https://iiif.vam.ac.uk/collections/O71201/manifest.json,high
O71195,IS.112-1951,Painting,,2013GD6841,ca. 1740,Hyderabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6841/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6841/,https://iiif.vam.ac.uk/collections/O71195/manifest.json,high
O71191,IS.107-1951,Painting,Nawab Sikander Jah,2006AJ6455,ca. 1810,Hyderabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AJ6455/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AJ6455/,https://iiif.vam.ac.uk/collections/O71191/manifest.json,high
O71178,IS.210-1953,Painting,Vishnu ,2013GK3323,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK3323/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK3323/,https://iiif.vam.ac.uk/collections/O71178/manifest.json,high
O71177,IS.209-1953,Painting,,2013GK1461,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1461/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1461/,https://iiif.vam.ac.uk/collections/O71177/manifest.json,high
O71176,IS.208-1953,Painting,Shiva and Parvati ,2013GK1459,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1459/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1459/,https://iiif.vam.ac.uk/collections/O71176/manifest.json,high
O71172,IS.207-1953,Painting,,2013GK1485,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1485/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1485/,https://iiif.vam.ac.uk/collections/O71172/manifest.json,high
O71171,IS.206-1953,Painting,,2013GK1480,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1480/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1480/,https://iiif.vam.ac.uk/collections/O71171/manifest.json,high
O71170,IS.205-1953,Painting,,2013GK1483,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1483/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1483/,https://iiif.vam.ac.uk/collections/O71170/manifest.json,high
O71168,IS.204-1953,Painting,Devagandhari Ragini ,2013GK1444,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1444/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1444/,https://iiif.vam.ac.uk/collections/O71168/manifest.json,high
O71165,IS.203-1953,Painting,,2013GK1443,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1443/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1443/,https://iiif.vam.ac.uk/collections/O71165/manifest.json,high
O71164,IS.202-1953,Painting,,2013GK1442,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1442/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1442/,https://iiif.vam.ac.uk/collections/O71164/manifest.json,high
O71162,IS.196-1953,Painting,,2013GK1484,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1484/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1484/,https://iiif.vam.ac.uk/collections/O71162/manifest.json,high
O71161,IS.195-1953,Painting,,2013GK1471,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1471/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1471/,https://iiif.vam.ac.uk/collections/O71161/manifest.json,high
O71159,IS.189-1953,Painting,"Parasurama, the sixth avatar of Vishnu",2013GK1468,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1468/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1468/,https://iiif.vam.ac.uk/collections/O71159/manifest.json,high
O71151,IS.187-1953,Painting,Rama and Lakshmana,2013GK1466,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1466/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1466/,https://iiif.vam.ac.uk/collections/O71151/manifest.json,high
O71144,IS.186-1953,Painting,Buddha in meditation,2013GK1465,ca. 1780,Eastern Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK1465/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK1465/,https://iiif.vam.ac.uk/collections/O71144/manifest.json,high
O214244,E.203-1994,Painting,Sekos G VIII,,1976,Great Britain,[],THES49603,"Prints & Drawings Study Room, room WS",display,VA,True,Paul Feiler,artist,,,,
O214172,E.148-1994,Painting,,2017JY5844,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY5844/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY5844/,,low
O214171,E.147-1994,Painting,,2017JY5899,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY5899/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY5899/,,low
O214170,E.146-1994,Painting,,2017JY6014,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY6014/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY6014/,,low
O214169,E.145-1994,Painting,,2017JY5933,1960,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY5933/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY5933/,,low
O214168,E.144-1994,Painting,,2017JY5897,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY5897/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY5897/,,low
O214167,E.143-1994,Painting,,2017JY6013,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY6013/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY6013/,,low
O214166,E.142-1994,Painting,,2017JY5842,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY5842/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY5842/,,low
O214164,E.141-1994,Painting,,2017JY5928,1946,Great Britain,[],THES49171,"Prints & Drawings Study Room, level C",display,VA,True,Hans Feibusch,artist,"https://framemark.vam.ac.uk/collections/2017JY5928/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017JY5928/,,low
