systemNumber,accessionNumber,objectType,_primaryTitle,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_currentLocation.id,_currentLocation.displayName,_currentLocation.type,_currentLocation.site,_currentLocation.onDisplay,_primaryMaker.name,_primaryMaker.association,_images._primary_thumbnail,_images._iiif_image_base_url,_images._iiif_presentation_url,_images.imageResolution
O68329,IS.49-1964,Painting,A silversmith with an assistant,2011EN6686,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6686/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6686/,https://iiif.vam.ac.uk/collections/O68329/manifest.json,high
O68328,IS.48-1964,Painting,A lapidary,2011EW7131,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW7131/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW7131/,https://iiif.vam.ac.uk/collections/O68328/manifest.json,high
O68327,IS.47-1964,Painting,Blacksmith,2011EW6802,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6802/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6802/,https://iiif.vam.ac.uk/collections/O68327/manifest.json,high
O68326,IS.46-1964,Painting,Maker of earthen pots,2011EW7130,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW7130/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW7130/,https://iiif.vam.ac.uk/collections/O68326/manifest.json,high
O68325,IS.45-1964,Painting,Mason,2011EW6848,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6848/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6848/,https://iiif.vam.ac.uk/collections/O68325/manifest.json,high
O68324,IS.44-1964,Painting,Hookah Maker,2011EW6806,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6806/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6806/,https://iiif.vam.ac.uk/collections/O68324/manifest.json,high
O68323,IS.43-1964,Painting,Tinman,2011EW6805,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6805/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6805/,https://iiif.vam.ac.uk/collections/O68323/manifest.json,high
O68322,IS.38-1964,Painting,Traveller's cook,2011EW6816,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6816/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6816/,https://iiif.vam.ac.uk/collections/O68322/manifest.json,high
O68321,IS.37-1964,Painting,Bruiser of grain,2011EW6815,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6815/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6815/,https://iiif.vam.ac.uk/collections/O68321/manifest.json,high
O68320,IS.36-1964,Painting,Potter,2011EW6819,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6819/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6819/,https://iiif.vam.ac.uk/collections/O68320/manifest.json,high
O68319,IS.35-1964,Painting,Watercarrier in the Feast of Mohurrum,2011EW6821,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6821/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6821/,https://iiif.vam.ac.uk/collections/O68319/manifest.json,high
O68318,IS.34-1964,Painting,Pawn seller,2006AG8721,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AG8721/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AG8721/,https://iiif.vam.ac.uk/collections/O68318/manifest.json,high
O68317,IS.33-1964,Painting,Treader out of grain,2006AH4076,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4076/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4076/,https://iiif.vam.ac.uk/collections/O68317/manifest.json,high
O68312,IS.32-1964,Painting,Basket and <i>punka</i> maker,2006AH4073,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4073/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4073/,https://iiif.vam.ac.uk/collections/O68312/manifest.json,high
O68315,IS.170-1949,Painting,,2013GB0987,ca. 1562 - ca. 1577,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GB0987/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GB0987/,https://iiif.vam.ac.uk/collections/O68315/manifest.json,high
O68314,IS.7-1949,Painting,,2013GL0477,1562-1577,Mughal Empire,[],THES49192,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL0477/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL0477/,https://iiif.vam.ac.uk/collections/O68314/manifest.json,high
O68311,IS.31-1964,Painting,Hindu women filling their Kedjeree pots with water,2011EW6823,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6823/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6823/,https://iiif.vam.ac.uk/collections/O68311/manifest.json,high
O68309,IS.28-1964,Painting,Fish woman,2006AH4066,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4066/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4066/,https://iiif.vam.ac.uk/collections/O68309/manifest.json,high
O68308,IS.27-1964,Painting,Palanquin bearers,2011EN6697,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6697/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6697/,https://iiif.vam.ac.uk/collections/O68308/manifest.json,high
O68307,IS.25-1964,Painting,Basket maker,2011EN6668,ca. 1826,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6668/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6668/,https://iiif.vam.ac.uk/collections/O68307/manifest.json,high
O68305,IS.95-1949,Painting,A parakeet,2011EX3652,ca. 1880,Patna,[],THES49620,In store,storage,VA,False,Bahadur Lal II,artist,"https://framemark.vam.ac.uk/collections/2011EX3652/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EX3652/,https://iiif.vam.ac.uk/collections/O68305/manifest.json,high
O68303,IS.99-1949,Painting,A caravan with camels resting at an oasis in the desert.,2011EX3645,ca. 1850,Patna,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EX3645/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EX3645/,https://iiif.vam.ac.uk/collections/O68303/manifest.json,high
O68302,IS.98-1949,Painting,A woman drawing water from a well.,2011EX3646,ca. 1880,Patna,[],THES49620,In store,storage,VA,False,Bani Lal,artist,"https://framemark.vam.ac.uk/collections/2011EX3646/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EX3646/,https://iiif.vam.ac.uk/collections/O68302/manifest.json,high
O68301,IS.97-1949,Painting,A woman drawing water from a well,2011EX3647,ca. 1880,Patna,[],THES49620,In store,storage,VA,False,Bani Lal,artist,"https://framemark.vam.ac.uk/collections/2011EX3647/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EX3647/,https://iiif.vam.ac.uk/collections/O68301/manifest.json,high
O68300,IS.87-1949,Painting,Oxen drawing water,2006AJ6311,ca. 1805,Patna,[],THES49620,In store,storage,VA,False,Sewak Ram,artist,"https://framemark.vam.ac.uk/collections/2006AJ6311/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AJ6311/,https://iiif.vam.ac.uk/collections/O68300/manifest.json,high
O68299,IS.86-1949,Painting,A toddy-tapper,2006AJ6310,ca. 1805,Patna,[],THES49620,In store,storage,VA,False,Sewak Ram,artist,"https://framemark.vam.ac.uk/collections/2006AJ6310/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AJ6310/,https://iiif.vam.ac.uk/collections/O68299/manifest.json,high
O68298,03533(IS),Painting,Indian sports,2011EU1210,ca. 1830,Patna,[],THES49620,In store,storage,VA,False,Hulas Lal,artist,"https://framemark.vam.ac.uk/collections/2011EU1210/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EU1210/,https://iiif.vam.ac.uk/collections/O68298/manifest.json,high
O68297,IS.66-1949,Painting,,2006BF7536,ca. 1850,Patna,[],THES49620,In store,storage,VA,False,Shiva Dayal Lal,artist,"https://framemark.vam.ac.uk/collections/2006BF7536/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006BF7536/,https://iiif.vam.ac.uk/collections/O68297/manifest.json,high
O68284,IS.11:11-1887,Painting,Hook-swinging festival,2011EU1003,ca. 1795 - ca. 1805,Murshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EU1003/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EU1003/,https://iiif.vam.ac.uk/collections/O68284/manifest.json,high
O68276,IS.11:14-1887,Painting,"Mosque of Asaf ud-Daula, Lucknow",2006AH4086,ca. 1795 - ca. 1805,Lucknow,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4086/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4086/,https://iiif.vam.ac.uk/collections/O68276/manifest.json,high
O68274,IS.11:5-1887,Painting,The Chait festival,2006BF8080,ca. 1795 - ca. 1805,Murshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006BF8080/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006BF8080/,https://iiif.vam.ac.uk/collections/O68274/manifest.json,high
O68272,IS.11:2-1887,Painting,Mahomedan wedding at night,2013GK3327,ca. 1810,Murshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK3327/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK3327/,https://iiif.vam.ac.uk/collections/O68272/manifest.json,high
O68270,IS.11:1-1887,Painting,"Ceremony of mourning in the Imambara, Lucknow",2013GK3329,ca. 1810,Murshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GK3329/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GK3329/,https://iiif.vam.ac.uk/collections/O68270/manifest.json,high
O68265,IS.265-1951,Painting,Malayali Muslims of the Mopla caste,2011EN6873,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6873/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6873/,https://iiif.vam.ac.uk/collections/O68265/manifest.json,high
O68262,IS.264-1951,Painting,Toddy-tappers,2011EN6872,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6872/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6872/,https://iiif.vam.ac.uk/collections/O68262/manifest.json,high
O68260,IS.262-1951,Painting,Coconut-gatherers,2011EN4138,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4138/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4138/,https://iiif.vam.ac.uk/collections/O68260/manifest.json,high
O68257,IS.261-1951,Painting,A fisherman and his wife,2006AH4071,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4071/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4071/,https://iiif.vam.ac.uk/collections/O68257/manifest.json,high
O68255,IS.260-1951,Painting,A man and woman carrying rolled mats,2011EN4142,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4142/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4142/,https://iiif.vam.ac.uk/collections/O68255/manifest.json,high
O68253,IS.258-1951,Painting,A fisherman and his wife,2011EN6881,ca. 1830,Malabar Coast,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6881/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6881/,https://iiif.vam.ac.uk/collections/O68253/manifest.json,high
O68252,IS.256-1951,Painting,A Brahmin and his wife,2011EN4151,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4151/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4151/,https://iiif.vam.ac.uk/collections/O68252/manifest.json,high
O68251,IS.255-1951,Painting,A low caste couple,2011EN4152,ca. 1830,Malabar,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN4152/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN4152/,https://iiif.vam.ac.uk/collections/O68251/manifest.json,high
O68248,IS.8-1990,Painting,Oil monger pressing good oil,2011EV9466,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9466/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9466/,https://iiif.vam.ac.uk/collections/O68248/manifest.json,high
O68247,IS.7-1990,Painting,Pot maker,2011EV9468,ca. 1840-ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9468/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9468/,https://iiif.vam.ac.uk/collections/O68247/manifest.json,high
O68246,IS.6-1990,Painting,Sawers,2011EV9470,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9470/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9470/,https://iiif.vam.ac.uk/collections/O68246/manifest.json,high
O68245,IS.5-1990,Painting,Sawers,2011EV9472,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9472/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9472/,https://iiif.vam.ac.uk/collections/O68245/manifest.json,high
O68244,IS.4-1990,Painting,Carpenter,2011EV9474,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9474/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9474/,https://iiif.vam.ac.uk/collections/O68244/manifest.json,high
O68243,IS.3-1990,Painting,Blacksmith,2011EV9476,ca. 1840 - ca. 1850,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9476/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9476/,https://iiif.vam.ac.uk/collections/O68243/manifest.json,high
O68240,AL.8808,Painting,Muslim festival scene,2006AH4772,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4772/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4772/,https://iiif.vam.ac.uk/collections/O68240/manifest.json,high
O68239,AL.8807,Painting,Gold Figure of Ranganata,2006AH4773,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4773/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4773/,https://iiif.vam.ac.uk/collections/O68239/manifest.json,high
O68238,AL.8806,Painting,Procession with festival car,2006AH4774,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4774/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4774/,https://iiif.vam.ac.uk/collections/O68238/manifest.json,high
O68237,AL.8804,Painting,Refugees,2006AH4775,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4775/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4775/,https://iiif.vam.ac.uk/collections/O68237/manifest.json,high
O68236,AL.8803,Painting,Marriage Procession,2006AH4776,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4776/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4776/,https://iiif.vam.ac.uk/collections/O68236/manifest.json,high
O68235,AL.8802,Painting,Prayers at the mosque,2006AH4777,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4777/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4777/,https://iiif.vam.ac.uk/collections/O68235/manifest.json,high
O68233,AL.8801,Painting,View of the Rock at Trichinopoly,2006AH4778,ca. 1800,Tanjore,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2006AH4778/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AH4778/,https://iiif.vam.ac.uk/collections/O68233/manifest.json,high
O68231,IM.438-1923,Painting,Vishnu as a child,2011EW6784,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6784/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6784/,https://iiif.vam.ac.uk/collections/O68231/manifest.json,high
O68230,IM.432-1923,Painting,Matsya,2011EW6780,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6780/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6780/,https://iiif.vam.ac.uk/collections/O68230/manifest.json,high
O68229,IM.431-1923,Painting,Kurma,2011EW6782,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6782/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6782/,https://iiif.vam.ac.uk/collections/O68229/manifest.json,high
O68227,IM.430-1923,Painting,Varaha,2011EW6781,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6781/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6781/,https://iiif.vam.ac.uk/collections/O68227/manifest.json,high
O68226,IM.429-1923,Painting,"Narasimha, the man-lion, the fourth avatar (incarnation) of Vishnu",2011EW6778,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6778/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6778/,https://iiif.vam.ac.uk/collections/O68226/manifest.json,high
O68224,IM.428-1923,Painting,Vamana,2011EW6775,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6775/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6775/,https://iiif.vam.ac.uk/collections/O68224/manifest.json,high
O68223,IM.427-1923,Painting,Parasurama Holding an axe and a Lotus Bud,2011EW6777,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6777/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6777/,https://iiif.vam.ac.uk/collections/O68223/manifest.json,high
O68221,IM.426-1923,Painting,Rama holding a bow and a crescent tipped arrow,2011EW6776,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6776/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6776/,https://iiif.vam.ac.uk/collections/O68221/manifest.json,high
O68220,IM.424-1923,Painting,Krishna Holding a Flute and Dancing on a Lotus,2011EW6773,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6773/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6773/,https://iiif.vam.ac.uk/collections/O68220/manifest.json,high
O68218,IM.423-1923,Painting,"Kalki, the tenth and last avatara of Vishnu",2011EW6772,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6772/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6772/,https://iiif.vam.ac.uk/collections/O68218/manifest.json,high
O68216,IM.421-1923,Painting,Garuda returning with the vase of Amrita,2011EW6771,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6771/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6771/,https://iiif.vam.ac.uk/collections/O68216/manifest.json,high
O68215,IM.407-1923,Painting,"Hari-hara, the union of Vishnu and Shiva",2011EN6923,ca. 1825,Trichinopoly,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6923/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6923/,https://iiif.vam.ac.uk/collections/O68215/manifest.json,high
O68214,IM.409-1923,Painting,"Krishna in his form as Venu-Gopala, fluting beneath the kadam tree",2011EN6917,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6917/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6917/,https://iiif.vam.ac.uk/collections/O68214/manifest.json,high
O68212,IM.414-1923,Painting,"Ravana, King of Lanka, with bow",2011EN6912,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EN6912/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EN6912/,https://iiif.vam.ac.uk/collections/O68212/manifest.json,high
O68210,IM.434-1923,Painting,Personification of the chakra of Vishnu,2011EW6783,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6783/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6783/,https://iiif.vam.ac.uk/collections/O68210/manifest.json,high
O68208,IM.443-1923,Painting,"Sarasvati, the goddess of learning, speech and music",2011EW6797,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6797/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6797/,https://iiif.vam.ac.uk/collections/O68208/manifest.json,high
O68204,IM.444-1923,Painting,"Ganesha, the god of wisdom and the remover of obstacles",2011EW6798,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6798/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6798/,https://iiif.vam.ac.uk/collections/O68204/manifest.json,high
O68203,IM.450-1923,Painting,Krishna steals the gopis' clothes,2011EW6807,ca. 1825,Tiruchchirappalli,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW6807/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW6807/,https://iiif.vam.ac.uk/collections/O68203/manifest.json,high
